priority,event_id,source,category,reason,field_in_question,current_value
P0,EVT-BSEE-0150,Bureau of Safety and Environmental Enforcement (BSEE),MISSING_SOURCE_ARTIFACT,Record derived from catalog metadata without packaged physical PDF/HTML artifact.,provenance.document_hash,d97a188515852f970a04f39afccac586c5232ae9e538ee68d29e47d082782d9a
P0,EVT-BSEE-0151,Bureau of Safety and Environmental Enforcement (BSEE),MISSING_SOURCE_ARTIFACT,Record derived from catalog metadata without packaged physical PDF/HTML artifact.,provenance.document_hash,d693a8bc19d12dbcbb55bc7ca6c382655d282951007b4fd4c7acd043dcee052c
P0,EVT-BSEE-0152,Bureau of Safety and Environmental Enforcement (BSEE),MISSING_SOURCE_ARTIFACT,Record derived from catalog metadata without packaged physical PDF/HTML artifact.,provenance.document_hash,862a7318fad14e2f97fa6d9bfb796700ab9f7a46082a183ab4bbf94e015e8165
P0,EVT-BSEE-0153,Bureau of Safety and Environmental Enforcement (BSEE),MISSING_SOURCE_ARTIFACT,Record derived from catalog metadata without packaged physical PDF/HTML artifact.,provenance.document_hash,cce58881b7f86406e928a7142bb952876198b21ef95bc76cf36641b5109fecf8
P0,EVT-BSEE-0154,Bureau of Safety and Environmental Enforcement (BSEE),MISSING_SOURCE_ARTIFACT,Record derived from catalog metadata without packaged physical PDF/HTML artifact.,provenance.document_hash,e03d66632e9c7dab5f9836605c5de3c1b07dac8fd75f3650e65b7a34ea39bd6e
P0,EVT-BSEE-0155,Bureau of Safety and Environmental Enforcement (BSEE),MISSING_SOURCE_ARTIFACT,Record derived from catalog metadata without packaged physical PDF/HTML artifact.,provenance.document_hash,6d28aba3d233cd3ac5ceb21c591622d54393df7a23a2a9e76b193e6c3cdd7fbb
P0,EVT-BSEE-0156,Bureau of Safety and Environmental Enforcement (BSEE),MISSING_SOURCE_ARTIFACT,Record derived from catalog metadata without packaged physical PDF/HTML artifact.,provenance.document_hash,f5ecbedf1d95ceda096fd9e8952d90c4726345799119f1ec06c8d0bd7f6b5c53
P0,EVT-BSEE-0157,Bureau of Safety and Environmental Enforcement (BSEE),MISSING_SOURCE_ARTIFACT,Record derived from catalog metadata without packaged physical PDF/HTML artifact.,provenance.document_hash,fbfd245b0cd875a6607b662ecf39091fcd2a9c273141f64961f7651d87a267d9
P0,EVT-BSEE-0158,Bureau of Safety and Environmental Enforcement (BSEE),MISSING_SOURCE_ARTIFACT,Record derived from catalog metadata without packaged physical PDF/HTML artifact.,provenance.document_hash,e1479e28e7ebea64ec41b51e1b2d1d80d5edcb6da51cd26ce51f0ff909c9df6d
P0,EVT-BSEE-0159,Bureau of Safety and Environmental Enforcement (BSEE),MISSING_SOURCE_ARTIFACT,Record derived from catalog metadata without packaged physical PDF/HTML artifact.,provenance.document_hash,94670ae75701a872ea269b31098d9b45348fdffe4272fe57fa088e2bbd2a69c0
P0,EVT-BSEE-0160,Bureau of Safety and Environmental Enforcement (BSEE),MISSING_SOURCE_ARTIFACT,Record derived from catalog metadata without packaged physical PDF/HTML artifact.,provenance.document_hash,0d406ae4cd53d0fb6b203fc1b8a1a4602773a4f65a4dc847a2d8462edff7c962
P0,EVT-BSEE-0161,Bureau of Safety and Environmental Enforcement (BSEE),MISSING_SOURCE_ARTIFACT,Record derived from catalog metadata without packaged physical PDF/HTML artifact.,provenance.document_hash,718a598a1387bc75f95e02c1402ad94d19ffd2d24f80a3cc7ef6bc577c1a321a
P0,EVT-BSEE-0162,Bureau of Safety and Environmental Enforcement (BSEE),MISSING_SOURCE_ARTIFACT,Record derived from catalog metadata without packaged physical PDF/HTML artifact.,provenance.document_hash,4c313afbff5146460f07cdfddc0baee95e8c4669b6518eca0180795029aa0801
P0,EVT-BSEE-0163,Bureau of Safety and Environmental Enforcement (BSEE),MISSING_SOURCE_ARTIFACT,Record derived from catalog metadata without packaged physical PDF/HTML artifact.,provenance.document_hash,42d74b7f1f35644b6f8c5d7b27a69d104a8f715cf16811fbcf6f5abe349d127a
P0,EVT-BSEE-0164,Bureau of Safety and Environmental Enforcement (BSEE),MISSING_SOURCE_ARTIFACT,Record derived from catalog metadata without packaged physical PDF/HTML artifact.,provenance.document_hash,4a8ee7247f80203538808f68ba261e36139d99fb685b30c39de05f72d7bccd4d
P0,EVT-BSEE-0165,Bureau of Safety and Environmental Enforcement (BSEE),MISSING_SOURCE_ARTIFACT,Record derived from catalog metadata without packaged physical PDF/HTML artifact.,provenance.document_hash,4db1b8d13c96fdbb55a9197f00b4d075cfdc2d692875662b1e36c6ddd07e5a2a
P0,EVT-BSEE-0166,Bureau of Safety and Environmental Enforcement (BSEE),MISSING_SOURCE_ARTIFACT,Record derived from catalog metadata without packaged physical PDF/HTML artifact.,provenance.document_hash,50f2e67d29b445250876bb9b1ea1fbbe5bc3606337ebb91f409ea036f2fbe457
P1,EVT-BSEE-0167,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0168,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P0,EVT-BSEE-0169,Bureau of Safety and Environmental Enforcement (BSEE),MISSING_SOURCE_ARTIFACT,Record derived from catalog metadata without packaged physical PDF/HTML artifact.,provenance.document_hash,8c5e25cd8f69a86296648f5da2271233bf138fcc32bb51a24f4bd01a591db0c3
P2,EVT-BSEE-0170,Bureau of Safety and Environmental Enforcement (BSEE),BARRIER_ABSENT_IN_TEXT,Narrative lacks explicit mention of physical or engineered barrier status.,barriers,EMPTY
P1,EVT-BSEE-0171,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0172,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P0,EVT-BSEE-0173,Bureau of Safety and Environmental Enforcement (BSEE),MISSING_SOURCE_ARTIFACT,Record derived from catalog metadata without packaged physical PDF/HTML artifact.,provenance.document_hash,61ef49cb387952638ba4dae56a45117cc001999c87ea7ff71b040adb30031669
P0,EVT-BSEE-0174,Bureau of Safety and Environmental Enforcement (BSEE),MISSING_SOURCE_ARTIFACT,Record derived from catalog metadata without packaged physical PDF/HTML artifact.,provenance.document_hash,fb70de928785cbf5b2f1afdf95f2f84466e6e7753ddc1c14f015b7628a2c19ce
P1,EVT-BSEE-0176,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0177,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0178,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0179,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P2,EVT-BSEE-0180,Bureau of Safety and Environmental Enforcement (BSEE),BARRIER_ABSENT_IN_TEXT,Narrative lacks explicit mention of physical or engineered barrier status.,barriers,EMPTY
P1,EVT-BSEE-0181,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0182,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0183,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0184,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0185,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0186,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0187,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0188,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P2,EVT-BSEE-0190,Bureau of Safety and Environmental Enforcement (BSEE),BARRIER_ABSENT_IN_TEXT,Narrative lacks explicit mention of physical or engineered barrier status.,barriers,EMPTY
P2,EVT-BSEE-0191,Bureau of Safety and Environmental Enforcement (BSEE),BARRIER_ABSENT_IN_TEXT,Narrative lacks explicit mention of physical or engineered barrier status.,barriers,EMPTY
P1,EVT-BSEE-0193,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0194,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P2,EVT-BSEE-0195,Bureau of Safety and Environmental Enforcement (BSEE),BARRIER_ABSENT_IN_TEXT,Narrative lacks explicit mention of physical or engineered barrier status.,barriers,EMPTY
P1,EVT-BSEE-0196,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0197,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0198,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0199,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0200,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0201,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P2,EVT-BSEE-0203,Bureau of Safety and Environmental Enforcement (BSEE),BARRIER_ABSENT_IN_TEXT,Narrative lacks explicit mention of physical or engineered barrier status.,barriers,EMPTY
P2,EVT-BSEE-0204,Bureau of Safety and Environmental Enforcement (BSEE),BARRIER_ABSENT_IN_TEXT,Narrative lacks explicit mention of physical or engineered barrier status.,barriers,EMPTY
P1,EVT-BSEE-0205,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0206,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0207,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0208,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0209,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0210,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0213,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0214,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0216,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0218,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0220,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P2,EVT-BSEE-0221,Bureau of Safety and Environmental Enforcement (BSEE),BARRIER_ABSENT_IN_TEXT,Narrative lacks explicit mention of physical or engineered barrier status.,barriers,EMPTY
P1,EVT-BSEE-0222,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0223,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0224,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P2,EVT-BSEE-0226,Bureau of Safety and Environmental Enforcement (BSEE),BARRIER_ABSENT_IN_TEXT,Narrative lacks explicit mention of physical or engineered barrier status.,barriers,EMPTY
P1,EVT-BSEE-0229,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0230,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0232,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0233,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P2,EVT-BSEE-0235,Bureau of Safety and Environmental Enforcement (BSEE),BARRIER_ABSENT_IN_TEXT,Narrative lacks explicit mention of physical or engineered barrier status.,barriers,EMPTY
P1,EVT-BSEE-0237,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0238,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P2,EVT-BSEE-0240,Bureau of Safety and Environmental Enforcement (BSEE),BARRIER_ABSENT_IN_TEXT,Narrative lacks explicit mention of physical or engineered barrier status.,barriers,EMPTY
P1,EVT-BSEE-0241,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P2,EVT-BSEE-0242,Bureau of Safety and Environmental Enforcement (BSEE),BARRIER_ABSENT_IN_TEXT,Narrative lacks explicit mention of physical or engineered barrier status.,barriers,EMPTY
P2,EVT-BSEE-0243,Bureau of Safety and Environmental Enforcement (BSEE),BARRIER_ABSENT_IN_TEXT,Narrative lacks explicit mention of physical or engineered barrier status.,barriers,EMPTY
P2,EVT-BSEE-0244,Bureau of Safety and Environmental Enforcement (BSEE),BARRIER_ABSENT_IN_TEXT,Narrative lacks explicit mention of physical or engineered barrier status.,barriers,EMPTY
P1,EVT-BSEE-0245,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0246,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0247,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0248,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P2,EVT-BSEE-0249,Bureau of Safety and Environmental Enforcement (BSEE),BARRIER_ABSENT_IN_TEXT,Narrative lacks explicit mention of physical or engineered barrier status.,barriers,EMPTY
P1,EVT-BSEE-0250,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0251,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P2,EVT-BSEE-0252,Bureau of Safety and Environmental Enforcement (BSEE),BARRIER_ABSENT_IN_TEXT,Narrative lacks explicit mention of physical or engineered barrier status.,barriers,EMPTY
P1,EVT-BSEE-0253,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0254,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P1,EVT-BSEE-0256,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P2,EVT-BSEE-0258,Bureau of Safety and Environmental Enforcement (BSEE),BARRIER_ABSENT_IN_TEXT,Narrative lacks explicit mention of physical or engineered barrier status.,barriers,EMPTY
P1,EVT-BSEE-0259,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P2,EVT-BSEE-0261,Bureau of Safety and Environmental Enforcement (BSEE),BARRIER_ABSENT_IN_TEXT,Narrative lacks explicit mention of physical or engineered barrier status.,barriers,EMPTY
P1,EVT-BSEE-0262,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P2,EVT-BSEE-0263,Bureau of Safety and Environmental Enforcement (BSEE),BARRIER_ABSENT_IN_TEXT,Narrative lacks explicit mention of physical or engineered barrier status.,barriers,EMPTY
P1,EVT-BSEE-0264,Bureau of Safety and Environmental Enforcement (BSEE),SIF_LABEL_AMBIGUITY,Insufficient text evidence to determine SIF potential; marked UNKNOWN.,sif.sif_potential,UNKNOWN
P2,EVT-BSEE-0265,Bureau of Safety and Environmental Enforcement (BSEE),BARRIER_ABSENT_IN_TEXT,Narrative lacks explicit mention of physical or engineered barrier status.,barriers,EMPTY
