event_id,event_type,source_organization,document_id,event_date,facility,region,activity,equipment,energy_type,sif_potential,sif_label_type,actual_consequence,injury,fatality,dataset_tier,ml_eligibility
EVT-BSEE-0087,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0087,,UNKNOWN,US Gulf of Mexico / OCS,General Industrial / Offshore Operations,,THERMAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,UNLABELED
EVT-BSEE-0088,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0088,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Lifting & Rigging Operations,crane load,GRAVITATIONAL,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-BSEE-0089,NEAR_MISS,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0089,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Lifting & Rigging Operations,crane,GRAVITATIONAL,UNKNOWN,UNKNOWN,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,UNLABELED
EVT-BSEE-0090,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0090,,UNKNOWN,US Gulf of Mexico / OCS,Subsea & Diving Operations,grating failure,GRAVITATIONAL,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-BSEE-0091,NEAR_MISS,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0091,,UNKNOWN,US Gulf of Mexico / OCS,Lifting & Rigging Operations,crane,GRAVITATIONAL,TRUE,EXPLICIT,None reported / Equipment stoppage or minor disruption.,,False,GOLD,ML_ELIGIBLE
EVT-BSEE-0092,NEAR_MISS,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0092,,UNKNOWN,US Gulf of Mexico / OCS,Drilling & Well Intervention,valve,PRESSURE,UNKNOWN,UNKNOWN,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,BRONZE,UNLABELED
EVT-BSEE-0093,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0093,,UNKNOWN,US Gulf of Mexico / OCS,Lifting & Rigging Operations,crane,UNKNOWN,UNKNOWN,UNKNOWN,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,BRONZE,UNLABELED
EVT-BSEE-0094,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0094,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Drilling & Well Intervention,open hole,GRAVITATIONAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,UNLABELED
EVT-BSEE-0095,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0095,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Lifting & Rigging Operations,crane,UNKNOWN,TRUE,EXPLICIT,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,ML_LIMITED
EVT-BSEE-0096,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0096,,UNKNOWN,US Gulf of Mexico / OCS,Piping & Pressure Maintenance,valve,UNKNOWN,UNKNOWN,UNKNOWN,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,BRONZE,UNLABELED
EVT-BSEE-0097,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0097,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Lifting & Rigging Operations,rotating,KINETIC,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,SILVER,ML_ELIGIBLE
EVT-BSEE-0098,NEAR_MISS,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0098,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Drilling & Well Intervention,valve,PRESSURE,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,UNLABELED
EVT-BSEE-0099,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0099,,UNKNOWN,US Gulf of Mexico / OCS,Lifting & Rigging Operations,crane,UNKNOWN,UNKNOWN,UNKNOWN,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,UNLABELED
EVT-BSEE-0100,NEAR_MISS,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0100,,UNKNOWN,US Gulf of Mexico / OCS,General Industrial / Offshore Operations,compressor,ELECTRICAL,UNKNOWN,UNKNOWN,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,UNLABELED
EVT-BSEE-0101,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0101,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Lifting & Rigging Operations,grating failure,GRAVITATIONAL,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,BRONZE,QUARANTINED
EVT-BSEE-0102,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0102,,Drillship,US Gulf of Mexico / OCS,Drilling & Well Intervention,blowout preventer (BOP),PRESSURE,TRUE,DERIVED,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,QUARANTINED
EVT-BSEE-0103,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0103,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Drilling & Well Intervention,,UNKNOWN,UNKNOWN,UNKNOWN,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,QUARANTINED
EVT-BSEE-0104,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0104,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Drilling & Well Intervention,,UNKNOWN,UNKNOWN,UNKNOWN,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,QUARANTINED
EVT-BSEE-0105,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0105,,UNKNOWN,US Gulf of Mexico / OCS,Drilling & Well Intervention,valve,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0106,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0106,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Subsea & Diving Operations,flare,THERMAL,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0107,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0107,,UNKNOWN,US Gulf of Mexico / OCS,Lifting & Rigging Operations,,THERMAL,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0108,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0108,,Offshore Fixed Platform,US Gulf of Mexico / OCS,General Industrial / Offshore Operations,,UNKNOWN,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,BRONZE,QUARANTINED
EVT-BSEE-0109,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0109,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Drilling & Well Intervention,,THERMAL,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0110,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0110,,UNKNOWN,US Gulf of Mexico / OCS,Drilling & Well Intervention,vehicle,KINETIC,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,BRONZE,QUARANTINED
EVT-BSEE-0111,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0111,,UNKNOWN,US Gulf of Mexico / OCS,Lifting & Rigging Operations,open hole,GRAVITATIONAL,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,BRONZE,QUARANTINED
EVT-BSEE-0112,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0112,,UNKNOWN,US Gulf of Mexico / OCS,Drilling & Well Intervention,drill pipe / tubular,PRESSURE,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0113,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0113,,UNKNOWN,US Gulf of Mexico / OCS,Lifting & Rigging Operations,crane,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0114,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0114,,UNKNOWN,US Gulf of Mexico / OCS,Drilling & Well Intervention,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0115,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0115,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Drilling & Well Intervention,pressure vessel,PRESSURE,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0116,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0116,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Drilling & Well Intervention,,UNKNOWN,UNKNOWN,UNKNOWN,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,BRONZE,QUARANTINED
EVT-BSEE-0117,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0117,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Piping & Pressure Maintenance,gas cylinder / bailout cylinder,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0118,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0118,,Offshore Fixed Platform,US Gulf of Mexico / OCS,General Industrial / Offshore Operations,grating failure,GRAVITATIONAL,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,BRONZE,QUARANTINED
EVT-BSEE-0119,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0119,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Drilling & Well Intervention,winch,KINETIC,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0120,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0120,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Piping & Pressure Maintenance,,THERMAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0121,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0121,,UNKNOWN,US Gulf of Mexico / OCS,Piping & Pressure Maintenance,,THERMAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0122,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0122,,UNKNOWN,US Gulf of Mexico / OCS,General Industrial / Offshore Operations,,THERMAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0123,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0123,,UNKNOWN,US Gulf of Mexico / OCS,Subsea & Diving Operations,,PRESSURE,UNKNOWN,UNKNOWN,Fatal injury occurred.,Fatal injury,True,BRONZE,QUARANTINED
EVT-BSEE-0124,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0124,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Lifting & Rigging Operations,crane,UNKNOWN,UNKNOWN,UNKNOWN,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,BRONZE,QUARANTINED
EVT-BSEE-0125,NEAR_MISS,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0125,,UNKNOWN,US Gulf of Mexico / OCS,Drilling & Well Intervention,,UNKNOWN,UNKNOWN,UNKNOWN,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,QUARANTINED
EVT-BSEE-0126,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0126,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Lifting & Rigging Operations,crane,ELECTRICAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0127,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0127,,UNKNOWN,US Gulf of Mexico / OCS,Drilling & Well Intervention,lift / elevator,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0128,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0128,,UNKNOWN,US Gulf of Mexico / OCS,Subsea & Diving Operations,scaffold,GRAVITATIONAL,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,BRONZE,QUARANTINED
EVT-BSEE-0129,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0129,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Drilling & Well Intervention,compressor,PRESSURE,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0130,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0130,,UNKNOWN,US Gulf of Mexico / OCS,General Industrial / Offshore Operations,hose,PRESSURE,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0131,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0131,,UNKNOWN,US Gulf of Mexico / OCS,Subsea & Diving Operations,pressure safety valve,PRESSURE,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0132,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0132,,UNKNOWN,US Gulf of Mexico / OCS,Drilling & Well Intervention,,THERMAL,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0133,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0133,,UNKNOWN,US Gulf of Mexico / OCS,Piping & Pressure Maintenance,,PRESSURE,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0134,NEAR_MISS,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0134,,UNKNOWN,US Gulf of Mexico / OCS,Lifting & Rigging Operations,crane,GRAVITATIONAL,FALSE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0135,NEAR_MISS,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0135,,UNKNOWN,US Gulf of Mexico / OCS,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0136,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0136,,UNKNOWN,US Gulf of Mexico / OCS,Drilling & Well Intervention,,THERMAL,UNKNOWN,UNKNOWN,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,BRONZE,QUARANTINED
EVT-BSEE-0137,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0137,,UNKNOWN,US Gulf of Mexico / OCS,Drilling & Well Intervention,subsea jumper,PRESSURE,UNKNOWN,UNKNOWN,"Major subsea leak resulting in 16,000 barrels oil release.",,False,BRONZE,QUARANTINED
EVT-BSEE-0138,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0138,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Piping & Pressure Maintenance,compressor,PRESSURE,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0139,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0139,,UNKNOWN,US Gulf of Mexico / OCS,Drilling & Well Intervention,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0140,UA,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0140,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Subsea & Diving Operations,,PRESSURE,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0141,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0141,,UNKNOWN,US Gulf of Mexico / OCS,Drilling & Well Intervention,,UNKNOWN,UNKNOWN,UNKNOWN,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,BRONZE,QUARANTINED
EVT-BSEE-0142,UC,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0142,,UNKNOWN,US Gulf of Mexico / OCS,General Industrial / Offshore Operations,shackle,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0143,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0143,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Piping & Pressure Maintenance,hose,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0144,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0144,,UNKNOWN,US Gulf of Mexico / OCS,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0145,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0145,,UNKNOWN,US Gulf of Mexico / OCS,Subsea & Diving Operations,wireline unit,THERMAL,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,BRONZE,QUARANTINED
EVT-BSEE-0146,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0146,,UNKNOWN,US Gulf of Mexico / OCS,Drilling & Well Intervention,,PRESSURE,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,BRONZE,QUARANTINED
EVT-BSEE-0147,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0147,,UNKNOWN,US Gulf of Mexico / OCS,General Industrial / Offshore Operations,,THERMAL,UNKNOWN,UNKNOWN,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,QUARANTINED
EVT-BSEE-0148,NEAR_MISS,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0148,,UNKNOWN,US Gulf of Mexico / OCS,Drilling & Well Intervention,,GRAVITATIONAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0149,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0149,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Lifting & Rigging Operations,valve,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0150,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0150,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Subsea & Diving Operations,compressor,THERMAL,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0151,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0151,,UNKNOWN,US Gulf of Mexico / OCS,Drilling & Well Intervention,h2s,CHEMICAL,TRUE,DERIVED,Fatal injury occurred.,Fatal injury,True,BRONZE,QUARANTINED
EVT-BSEE-0152,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0152,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Drilling & Well Intervention,open hole,GRAVITATIONAL,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0153,NEAR_MISS,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0153,,UNKNOWN,US Gulf of Mexico / OCS,Drilling & Well Intervention,remotely operated vehicle (ROV),PRESSURE,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0154,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0154,,UNKNOWN,US Gulf of Mexico / OCS,Lifting & Rigging Operations,entangled,KINETIC,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0155,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0155,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Lifting & Rigging Operations,crane,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0156,NEAR_MISS,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0156,,UNKNOWN,US Gulf of Mexico / OCS,Lifting & Rigging Operations,crane,UNKNOWN,UNKNOWN,UNKNOWN,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,QUARANTINED
EVT-BSEE-0157,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0157,,UNKNOWN,US Gulf of Mexico / OCS,Lifting & Rigging Operations,shackle,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0158,NEAR_MISS,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0158,,UNKNOWN,US Gulf of Mexico / OCS,Lifting & Rigging Operations,crane,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0159,NEAR_MISS,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0159,,UNKNOWN,US Gulf of Mexico / OCS,Subsea & Diving Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-BSEE-0160,INCIDENT,Bureau of Safety and Environmental Enforcement (BSEE),SRC-BSEE-0160,,Offshore Fixed Platform,US Gulf of Mexico / OCS,Piping & Pressure Maintenance,valve,PRESSURE,UNKNOWN,UNKNOWN,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,QUARANTINED
